Sentiment,Score,Id_Tweet,Negative,Neutral,Positive,Text_Tweet,Date_Tweet,Nb_interaction,retweet_count,reply_count,like_count,quote_count
Positive,0.399,1506529932490412032,0.21560068,0.38557875,0.39882046,"toute sa vie, il a donné une voix à ceux qui n'en ont pas. voici l'histoire de l'écrivain et poète jim harrison. sa vie est racontée dans le documentaire ""seule la terre est éternelle"", en salle le 23 mars 2022. t.co/uifnftdasg",2022-03-23 07:15:00+00:00,248,58,5,176,9
Negative,0.754,1506352008873320458,0.75408876,0.1535616,0.0923496,"""dans nos campagnes, les gens sont amenés à faire parfois 100 kilomètres par jour, juste pour aller au travail. et à 2,30 euros le litre d'essence, c'est juste pas possible."" alors louis, 21 ans, a décidé d'aller au travail à cheval. t.co/4dlredeevs",2022-03-22 19:28:00+00:00,449,79,25,325,20
Negative,0.914,1506339807416528901,0.91387266,0.061315518,0.024811825,"dans le sud de la colombie, certaines zones sont totalement contrôlées par les farc, un groupe considéré comme terroriste. notre reporter @camillecourcy est partie dans les montagnes colombiennes pendant plusieurs semaines pour les rencontrer. 👉 t.co/tkmt7c7gfe t.co/jat54dlssl",2022-03-22 18:39:31+00:00,38,7,1,30,0
Negative,0.872,1506335065529360392,0.87216085,0.083792,0.044047296,"""je me retourne… il était en train de se masturber."" victime d'une agression sexuelle en rentrant du travail dimanche matin, maëva a eu le réflexe de filmer son agresseur. elle témoigne. t.co/qvxkb45qtm",2022-03-22 18:20:40+00:00,1224,387,26,731,80
Negative,0.406,1506306815914647568,0.40603164,0.38583243,0.20813599,"il a débuté en vendant des canards en plastique. proche de vladimir poutine, il est aujourd'hui milliardaire et propriétaire du club de chelsea. voici l'histoire de l'oligarque russe roman abramovitch. t.co/onaqr4zwpo",2022-03-22 16:28:25+00:00,355,85,6,257,7
Positive,0.603,1506302142923128839,0.050208017,0.3468351,0.6029569,"le rappeur @damys333 a été choisi par brut pour ouvrir la toute nouvelle live room de brut. un nouveau concept 100% live, 15 minutes de show dans 4 décors évolutifs. une expérience unique et immersive ce 22 mars à 20h45 sur l'application brut live : t.co/nt7m3bbjug t.co/qcy5stql4a",2022-03-22 16:09:51+00:00,12,7,0,5,0
Neutral,0.595,1506280444005912582,0.02437241,0.5947947,0.38083294,"défense de filmer, le podcast original de brut avec @paradisomedia, est de retour pour une saison 2 en exclusivité sur @spotifyfrance ! retrouvez un nouvel épisode en ligne tous les mardis, à partir du 22 mars : t.co/sk00glprdh t.co/qgou3jrhwz",2022-03-22 14:43:37+00:00,24,4,1,17,2
Negative,0.721,1506259766259208192,0.7211184,0.17538014,0.103501506,"""alors, on n'a pas le droit de la faire, mais on le fait quand même."" la nouvelle enquête de @sos_racisme a révélé que sur 136 agences immobilières testées, 49% ont accepté de pratiquer une sélection discriminatoire. brut a eu accès à l'enregistrement de ces appels. t.co/fblz6hmu3o",2022-03-22 13:21:27+00:00,505,175,12,303,15
Neutral,0.416,1506216550923132939,0.27714726,0.41590533,0.30694726,pourquoi l’ukraine vient de légaliser les crypto-monnaies  t.co/kedk4tl4ra,2022-03-22 10:29:44+00:00,102,22,3,77,0
Neutral,0.529,1506215626897080336,0.1296286,0.52860767,0.34176382,"en train, c'est à seulement 3h11 de paris. pour brut, le vlogeur voyage @brunomaltor a embarqué dans un tgv lyria à destination de genève. et voici tout ce qu'on peut découvrir dans la ville en 24 heures... avec @tgvinoui t.co/gqr2wasald",2022-03-22 10:26:04+00:00,134,18,9,100,7
Positive,0.876,1506170563072602112,0.046233244,0.07821576,0.87555104,"""c'est un match de foot, mais c'est plus que ça en fait, c'est l'occasion de montrer une belle image d'eux, du département, de la banlieue."" brut a suivi les jeunes joueurs du fc 93 bobigny, un club qui a vu le jour en 2020 et qui a parcouru un joli bout de chemin depuis… t.co/z8xbvou8zt",2022-03-22 07:27:00+00:00,175,31,3,133,8
Positive,0.619,1505999883198771203,0.09151547,0.289766,0.6187186,"revenu minimum pour les étudiants, avantages financiers pour les moins de 25 ans… parmi les candidats à la présidentielle, pour lutter contre la précarité des jeunes, qui propose quoi  t.co/ctlow4ytcj",2022-03-21 20:08:46+00:00,71,16,5,49,1
Negative,0.513,1505975405542584332,0.51346153,0.20536861,0.2811699,"le 21 mars 2021, le documentaire ""je ne suis pas une salope, je suis une journaliste"" créait une onde de choc dans les médias. plusieurs journalistes sportives y témoignaient du sexisme dans leur métier. un an après, brut les a réunies pour savoir si les choses avaient changé… t.co/a4ihdzq07i",2022-03-21 18:31:31+00:00,861,229,13,598,21
Neutral,0.379,1505918320800940036,0.3490971,0.37933964,0.27156317,"des médecins américains ont observé une hausse des tics chez les adolescentes, et le visionnage répété de vidéos liées à ces syndromes sur tiktok pourrait en être l'une des causes… t.co/7n5hmc3zzc",2022-03-21 14:44:40+00:00,225,63,7,146,9
Negative,0.632,1505845202669473793,0.6322958,0.17767146,0.19003272,valérie pécresse a évoqué trois noms qu’elle aimerait avoir dans son gouvernement si elle était élue. mais ça ne s’est pas passé comme prévu… t.co/sgiaycmmkv,2022-03-21 09:54:08+00:00,462,94,17,338,13
Negative,0.79,1505808175227826181,0.79028016,0.13630944,0.07341041,"allié de vladimir poutine, il dirige la tchétchénie d'une main de fer. accusé de torture et d'enlèvements avec sa milice privée, il dit combattre en ukraine avec ses soldats aux cotés des russes. mais au fait, qui est ramzan kadyrov  t.co/bibsr4fxoz",2022-03-21 07:27:00+00:00,204,48,23,126,7
Negative,0.652,1505602291117740032,0.65240884,0.2035904,0.14400075,"monde sans pétrole, lutte contre les lobbies, chasse, euthanasie, désunion de la gauche… brut a posé vos questions à @yjadot. découvrez toutes ses réponses dans l'interview complète sur notre chaîne youtube : t.co/zcpduammyv #brut2022 t.co/pqsyeawm2o",2022-03-20 17:48:53+00:00,28,5,3,20,0
Positive,0.413,1505575391964057608,0.32554123,0.26174003,0.41271874,"""mon histoire, c'est celle d'un petit gamin rêveur qui a eu une maladie et s'est battu très, très fort et aujourd'hui vit sa meilleure vie."" à seulement 21 ans, il est déjà 8 fois médaillé aux jeux paralympiques. brut a rencontré le skieur @bauchet_arthur. t.co/ssbkqnbscd",2022-03-20 16:02:00+00:00,658,123,6,518,11
Negative,0.667,1505488569388847107,0.6673706,0.29717907,0.035450276,"""quelle est la différence entre un ukrainien qui a fui la guerre et un migrant afghan ou somalien qui a fui également la guerre "" la réponse de @mlp_officiel. #brut2022 t.co/vofkvy0yz0",2022-03-20 10:17:00+00:00,208,22,27,108,51
Neutral,0.523,1505477244986212352,0.2493256,0.5228694,0.22780506,comment lutter contre les lobbies  @yjadot répond. #brut2022 t.co/hrd7pj9dxw,2022-03-20 09:32:00+00:00,76,11,23,36,6
Neutral,0.477,1505445787538317318,0.096479736,0.47729704,0.42622322,"actrice, rockstar, icône de la mode... voici l'histoire de zoë kravitz, la nouvelle catwoman au cinéma. t.co/uklgcz9jfw",2022-03-20 07:27:00+00:00,214,34,0,175,5
Negative,0.703,1505243454502158336,0.7034555,0.18519178,0.111352675,".@yjadot : ""je ne suis pas pour interdire la consommation de viande. la société n'est pas prête."" #brut2022 t.co/xtsxp77yvq",2022-03-19 18:03:00+00:00,59,5,20,27,7
Neutral,0.429,1505215016965836803,0.3730678,0.42918047,0.19775172,"vivre sans écran pendant un mois, c'est l'expérience menée par un groupe de volontaires pour le docu privés d’écrans. @cyrusnorth, lui, a coupé tous ses réseaux pendant 1 mois. il raconte. privés d'écran, un documentaire à voir sur @brutxofficiel : t.co/gs8uq1lovy t.co/9zpu952rdy",2022-03-19 16:10:00+00:00,95,18,4,68,5
Negative,0.843,1505190857934258182,0.8432647,0.12643476,0.030300686,"""il est dans une guerre de religion contre l'islam."" qu'est-ce qui la différencie d'éric zemmour  @mlp_officiel répond. #brut2022 t.co/8u08xyzad1",2022-03-19 14:34:00+00:00,190,46,18,111,15
Neutral,0.585,1505186658047737858,0.2260078,0.58493197,0.18906027,"féminisme, écologie, ukraine, différences avec éric zemmour... brut a posé vos questions à marine le pen @mlp_officiel. 👉 retrouvez toutes ses réponses dans l'interview complète sur notre chaîne youtube : t.co/cujejnelnc #brut2022 t.co/iqvpv2murr",2022-03-19 14:17:18+00:00,21,4,3,14,0
Positive,0.5,1505167705787322369,0.16901816,0.33123392,0.49974787,"""c'est ma façon de parler du monde d'aujourd'hui."" c'est l'un des auteurs les plus connus au monde. le tome 3 de sa bande dessinée bug vient de sortir. la mémoire, l'importance du bleu, son trait : @atrapenard a rencontré le dessinateur enki bilal. avec @castermanbd t.co/h9rmlwfecr",2022-03-19 13:02:00+00:00,100,14,4,80,2
Negative,0.915,1505143498718294022,0.9146295,0.06178197,0.02358839,"dans le sud de la colombie, certaines zones sont totalement contrôlées par les farc, un groupe considéré comme terroriste. notre reporter @camillecourcy est partie dans les montagnes colombiennes pendant plusieurs semaines pour les rencontrer. 👉 t.co/tkmt7c7gfe t.co/0hh8g7vsgd",2022-03-19 11:25:48+00:00,60,16,0,42,2
Negative,0.859,1505086167787651072,0.8588835,0.089727044,0.051389553,"""il s'est retrouvé face à des cadavres, il était en état de choc."" pour aider les personnes traumatisées par un événement, le grand reporter nicolas delesalle a été formé au protocole 6c. une méthode qui lui a servi en ukraine, et qui n'est pas utile qu'en temps de guerre… t.co/8yy8cydhte",2022-03-19 07:38:00+00:00,353,98,6,247,2
Negative,0.553,1504927898553274378,0.55257994,0.27293915,0.17448083,"""pouvez-vous assurer à vos électeurs que vous ne ferez pas partie d'un gouvernement macron "" @yjadot répond. #brut2022 t.co/hlzyoxygjd",2022-03-18 21:09:05+00:00,899,207,81,491,120
Neutral,0.423,1504906526347120646,0.33423832,0.4234178,0.24234383,marine le pen a répondu à vos questions. est-ce que la candidate rn est féministe  voici sa réponse. #brut2022 t.co/xbsd1g4jcn,2022-03-18 19:44:10+00:00,353,93,22,227,11
Negative,0.903,1504895798823239680,0.902794,0.07759679,0.019609315,une chaîne d'informations ukrainienne a été piratée pour diffuser une fausse vidéo du président zelensky annonçant rendre les armes. t.co/oxxopydxgf,2022-03-18 19:01:32+00:00,144,51,7,83,3
Positive,0.614,1504879811302469632,0.15450886,0.23178752,0.6137036,emmanuel macron veut réformer le rsa et le conditionner à une activité de 15 à 20 heures par semaine. une idée qui n'est pas nouvelle... t.co/s43nj5ouj6,2022-03-18 17:58:00+00:00,86,23,14,43,6
Negative,0.88,1504805383755472928,0.87972367,0.10253861,0.017737683,un match de foot a été interrompu pendant 7 minutes après une action militante : voici ce qu’il s’est passé. t.co/rhljyxjmwl,2022-03-18 13:02:16+00:00,85,11,2,69,3
Positive,0.568,1504781408610496561,0.20512201,0.22677645,0.5681016,"un voyage à travers le temps pour redécouvrir notre-dame de paris, c'est ce que propose cette expérience de réalité virtuelle. maxime et jérôme sont charpentiers et ont travaillé sur une maquette du monument. pour brut, ils ont testé l'expo éternelle notre-dame. avec @orange t.co/w1ecxpgjfq",2022-03-18 11:26:59+00:00,38,12,1,23,2
Negative,0.922,1504752217613475840,0.92231363,0.056586802,0.021099625,"sur tinder, c’était le « prince des diamants », en réalité c’était un escroc. felicity morris, réalisatrice du documentaire netflix « l’arnaqueur de tinder » raconte son histoire dans notre podcast à écouter sur @spotifyfrance 🎧 : t.co/vnl0lxdpoq avec @paradisomedia",2022-03-18 09:31:00+00:00,8,1,0,6,1
Neutral,0.67,1504720256702590976,0.19919974,0.6696893,0.13111109,"retraite à 60 ans, à 62 ans, à 65 ans… parmi les candidats à la présidentielle, qui dit quoi  t.co/lzrpuwopk3",2022-03-18 07:24:00+00:00,44,10,3,30,1
Negative,0.562,1504573087311970318,0.5616032,0.28838494,0.15001188,"guerre en ukraine : vladimir poutine, joe biden, emmanuel macron… ce qu'en pense @mlp_officiel. la candidate rn a répondu à vos questions. retrouvez toutes ses réponses sur les différentes plateformes de brut ce vendredi 18 mars. t.co/xdnkpcujuw",2022-03-17 21:39:12+00:00,175,46,13,109,7
Neutral,0.392,1504559172737806343,0.299466,0.3922764,0.3082577,ivg : ce qu'en pense @mlp_officiel aujourd'hui. la candidate rn a répondu à vos questions. retrouvez toutes ses réponses sur les différentes plateformes de brut ce vendredi 18 mars. t.co/sqcjfugw8l,2022-03-17 20:43:54+00:00,193,64,8,113,8
Negative,0.685,1504535189631946762,0.68536174,0.15099533,0.16364296,"alors que des milliers de syriens pourraient rejoindre les rangs de l'armée russe, d'autres résistent au régime de bachar al-assad et affichent leur soutien aux ukrainiens. 11 ans après le début de la guerre en syrie, si les combats ont diminué, le conflit n'est pas fini. t.co/mv0nyujanw",2022-03-17 19:08:36+00:00,145,48,6,91,0
Positive,0.71,1504526594467155978,0.07203648,0.21758291,0.7103807,"""j'ai toujours dit que je prendrai soin de cette maison"" c’est la maison où elle a grandi. à vaux-sur-mer, marie et sa mère ont décidé de mettre la maison familiale en location sur airbnb. l’objectif : réussir à l’entretenir et à la faire vivre. marie raconte. avec @airbnb_fr t.co/dpszlsfcpp",2022-03-17 18:34:27+00:00,29,5,5,19,0
Negative,0.639,1504517069877960715,0.63880664,0.20191099,0.15928234,"""si on n'était pas utiles, est-ce qu'on essayerait de nous flinguer "" de la guerre du vietnam à l'invasion russe en ukraine, le photographe patrick chauvel a couvert 34 conflits. et malgré les risques, être sur le terrain est indispensable pour lui. il raconte pourquoi. t.co/z0eub3g7du",2022-03-17 17:56:36+00:00,240,69,3,166,2
Negative,0.488,1504489005265547273,0.4880925,0.3578024,0.15410504,un mystérieux sarcophage a été retrouvé en dessous de la cathédrale notre-dame de paris. t.co/fsk4dy1yol,2022-03-17 16:05:05+00:00,338,64,5,260,9
Negative,0.856,1504473316899188750,0.8560187,0.08923569,0.054745644,le bataillon azov est l'une des cibles de la propagande du kremlin pour justifier l'invasion russe en ukraine. mais qui se cache derrière ce groupe paramilitaire ultranationaliste  et quel poids a-t-il vraiment  t.co/jivdqcmbyv,2022-03-17 15:02:45+00:00,138,32,26,73,7
Negative,0.596,1504438776466128909,0.5960231,0.21041353,0.19356334,"gérald darmanin vient de rouvrir la question de l'autonomie de la corse. il y a 50 ans, cette revendication existait et tout le monde ne s'accordait déjà pas sur sa définition. t.co/gezewuzlmn",2022-03-17 12:45:30+00:00,28,7,1,20,0
Negative,0.491,1504390477897949186,0.49066302,0.3172962,0.19204083,"""l’amitié, c’est une réponse à la violence du collectif. c’est un refuge."" réalisatrice et scénariste césarisée, céline sciamma parle de cinéma, mais aussi d’amitié avec @atrapenard... c'est dans le nouvel épisode de plumard sur @brutxofficiel : t.co/3sehec8qrj t.co/imgda40w9z",2022-03-17 09:33:34+00:00,34,4,0,30,0
Negative,0.909,1504357617275228160,0.90890306,0.06512784,0.025969112,"c'était il y a près de 50 ans. la crise du pétrole entraînait un retour en force du vélo, ""une arme de contestation pour les ennemis de la société industrielle""… #tbt t.co/sm7f9jr8f3",2022-03-17 07:23:00+00:00,108,20,0,81,7
Negative,0.855,1504169589613252615,0.85484374,0.101020664,0.04413545,"""je refuse de vendre du carburant à 2,50 €."" face à la hausse des prix à la pompe, olivier a décidé de fermer sa station. et il a un message pour jean castex… t.co/qrh1ijnpa0",2022-03-16 18:55:50+00:00,547,146,11,379,11
Negative,0.864,1504166608750657536,0.8644689,0.1062993,0.029231785,"un séisme de magnitude 7,3 est survenu au large de la côte de la préfecture de fukushima, au japon. t.co/4vql2pce3n",2022-03-16 18:44:00+00:00,277,103,4,165,5
Negative,0.92,1504156291157016576,0.9203142,0.04571917,0.03396668,"pont submergé, digue détruite… en camargue, les conséquences du changement climatique sont déjà visibles. alors pour éviter que la région ne disparaisse sous la mer, les chercheurs de la @tourduvalat ont décidé de donner un coup de pouce à la nature… t.co/grhkqo8u9g",2022-03-16 18:03:00+00:00,67,19,1,44,3
Neutral,0.385,1504123591641731081,0.28245437,0.38471726,0.33282834,"""je veux que vous soyez le leader du monde"" : l’appel du président ukrainien volodymyr zelensky à joe biden devant le congrès des états-unis. t.co/z8vlqrtsy2",2022-03-16 15:53:04+00:00,207,28,36,121,22
Neutral,0.412,1504089827788132359,0.20343749,0.41175506,0.38480738,voici pourquoi le don du sang vient seulement d’être autorisé sans condition pour les hommes homosexuels. t.co/e1qrn7woud,2022-03-16 13:38:54+00:00,104,27,3,66,8
Positive,0.384,1504060019754549253,0.32066998,0.29532048,0.38400963,"sergey est ukrainien. comme son père parti au front, il essaie d'aider son pays à sa façon. et ce jour-là, c'est à travers le football et le @smcaen qu'il recueille des dons. il a même invité un jeune réfugié à assister à un match. brut l'a rencontré. t.co/qsldsr8gco",2022-03-16 11:40:27+00:00,936,191,11,719,15
Neutral,0.475,1504044027762679810,0.19087656,0.47469613,0.33442733,"un train de marchandises, c'est l'équivalent de 45 poids lourds et 41 tonnes de co2 évités. voilà comment viia, avec des semi-remorques transportées sur des trains, contribue à réduire l’impact environnemental du transport de marchandises. avec @sncf @viia_multimodal t.co/uv01im5l3z",2022-03-16 10:36:54+00:00,70,16,1,51,2
Neutral,0.523,1504036549050122241,0.1397214,0.52346575,0.33681285,"posez vos questions à @yjadot. le candidat écologiste répondra sur brut à vos questions, comme tous les candidats à la présidentielle d’ici le premier tour. t.co/zklulr2xct",2022-03-16 10:07:11+00:00,19,2,7,9,1
Negative,0.948,1503996236164071428,0.9479534,0.03392092,0.018125594,"théâtre de la pire catastrophe nucléaire de l'histoire, les forces russes ont décidé de s'en emparer. voici l'histoire de la centrale de tchernobyl. t.co/sgwe15iksi",2022-03-16 07:27:00+00:00,102,21,2,79,0
Positive,0.606,1503824353753927680,0.05970529,0.33412594,0.60616887,"cette entreprise a trouvé une solution pour transformer les mégots de cigarette en lames de mobilier urbain. depuis 2017, @mego_recyclage a recyclé plus de 150 millions mégots, pour en faire notamment des cendriers de rue. t.co/kztoxosfcq",2022-03-15 20:04:00+00:00,334,89,3,236,6
Negative,0.657,1503813257274044421,0.6570817,0.22022125,0.12269711,"avant, dégeler le point d'indice des fonctionnaires, c'était électoraliste. mais ça, c'était avant… t.co/rovitumltg",2022-03-15 19:19:54+00:00,430,164,22,219,25
Neutral,0.52,1503793807501967374,0.13790508,0.52011853,0.34197643,la tour eiffel a été agrandie : voici pourquoi et combien elle mesure maintenant. t.co/nmyvo5eh2p,2022-03-15 18:02:37+00:00,196,39,1,150,6
Neutral,0.411,1503786101701545986,0.25933734,0.41123977,0.32942283,"de la première action armée en 1975 dans le village d'aléria aux manifestations en soutien au militant indépendantiste yvan colonna, retour sur l'histoire du nationalisme corse. t.co/zosy9u1e4f",2022-03-15 17:32:00+00:00,71,20,8,43,0
Neutral,0.465,1503780529325457411,0.08157552,0.46500063,0.45342395,"voici les 10 artistes les plus écoutés en france en 2021, tous supports confondus (streaming, ventes physiques…). t.co/oypbcw0mt0",2022-03-15 17:09:51+00:00,135,26,7,91,11
Positive,0.425,1503777845344092162,0.22852497,0.34683338,0.4246417,"""on a carrément appris des trucs l'un sur l'autre en construisant des lego."" en couple depuis 12 ans, carole et raph partagent deux passions : la pop culture et les produits lego. brut les a rencontrés en pleine construction de leur dernier set... ils racontent. avec @lego_group t.co/yqqqygbjbd",2022-03-15 16:59:11+00:00,58,11,0,44,3
Positive,0.844,1503702260458659844,0.035440363,0.120592795,0.84396684,il vient de devenir le meilleur buteur français de l'histoire avec 413 buts. voici l'histoire de @benzema. t.co/s9cefgjlkt,2022-03-15 11:58:50+00:00,256,47,7,200,2
Negative,0.823,1503674266834898949,0.822526,0.099650756,0.07782316,"""venez aux manifestations, n'ayez pas peur !"" marina ovsiannikova est une journaliste russe. voici les motivations qui l'ont poussée à interrompre le journal télévisé le plus regardé de russie avec une pancarte critiquant la guerre en ukraine. t.co/wduuprvcam",2022-03-15 10:07:36+00:00,531,131,9,377,14
Neutral,0.432,1503669344278044673,0.22686985,0.43198195,0.34114823,"thérapie par le froid, technique de respiration... c'est une méthode de méditation de plus en plus utilisée par les sportifs. mais c'est quoi la méthode wim hof  👉 bastos tente l'expérience dans le documentaire glacial, à voir sur @brutxofficiel : t.co/p5csrfixzy t.co/w5zh9udx1l",2022-03-15 09:48:03+00:00,33,5,0,25,3
Negative,0.913,1503632338235772930,0.91264534,0.06490174,0.022452986,"castration à vif des porcelets, broyage des poussins, vidéosurveillance dans les abattoirs… élevages d'animaux : quel est le bilan d'@emmanuelmacron  t.co/cxcd8kwv2b",2022-03-15 07:21:00+00:00,92,34,3,54,1
Negative,0.729,1503469349889261568,0.7294815,0.16475536,0.10576304,"après le tir ""accidentel"" d'un missile indien sur le pakistan, le premier ministre pakistanais envoie un avertissement à son voisin et demande à ce que les deux puissances nucléaires s'associent pour l'enquête. (via @brutindia) t.co/ytojruau6e",2022-03-14 20:33:20+00:00,70,11,3,54,2
Negative,0.671,1503455793072545799,0.67134345,0.15173036,0.1769261,"""j'ai vu mes amis en uniforme, avec une arme… je me suis effondrée en larmes."" ukrainienne vivant en france, anastasia s'est promis de faire la route jusqu'à son pays tous les vendredis pour porter des dons et ramener des réfugiés. brut l'a rencontrée après son premier périple. t.co/qbqyfw8uio",2022-03-14 19:39:28+00:00,310,63,5,239,3
Negative,0.934,1503435259005779969,0.93364453,0.037635986,0.028719492,"""les gens sont des pourris !"" pendant ce temps-là en haute-garonne, christian et ses collègues éboueurs ont sauvé plusieurs chatons qui avaient été jetés à la poubelle. et ce n'est pas la première fois qu'il fait ce genre de sauvetage… t.co/0gy7rmoimw",2022-03-14 18:17:52+00:00,1018,242,20,716,40
Negative,0.379,1503397924469936132,0.3788192,0.33768386,0.28349692,"shenzhen, shanghai… la chine reconfine une partie de sa population face à une reprise de l’épidémie de covid-19. t.co/kvtbanbawr",2022-03-14 15:49:31+00:00,113,38,6,59,10
Negative,0.933,1503379679792746498,0.9331889,0.03428134,0.032529715,"""quand j'ai repris le travail, je saignais encore…"" en matière de congé parental, les états-unis accusent un sérieux retard sur l'europe. l'histoire et le désespoir de cette jeune mère d'un bébé prématuré mettent en lumière les terribles carences du système américain. t.co/0lw17kfgxo",2022-03-14 14:37:01+00:00,255,78,5,168,4
Negative,0.849,1503336589119963138,0.84933203,0.10119503,0.04947303,on t’en dit plus sur cette fausse vidéo de bombardements à paris qui circule sur les réseaux sociaux. t.co/3pkibqaylt,2022-03-14 11:45:48+00:00,116,28,9,78,1
Negative,0.728,1503306012798902272,0.728127,0.20661837,0.06525466,"fin du masque obligatoire, suspension du pass vaccinal… @remybuisine t’explique ce qui change dès ce lundi en moins d’une minute. t.co/zqkkgkliii",2022-03-14 09:44:18+00:00,61,15,4,40,2
Negative,0.632,1503268692280451075,0.6315195,0.28042594,0.08805457,"il y a 5 ans, il disait vouloir nommer une femme première ministre. voici le bilan d'@emmanuelmacron en matière de parité en politique. t.co/tytyhbd7lf",2022-03-14 07:16:00+00:00,186,48,11,124,3
Negative,0.782,1503053524631924737,0.78246444,0.097255304,0.12028022,de plus en plus d'ados ont recours à des injections et autres interventions esthétiques pour ressembler à leurs héros des réseaux sociaux. une dermatologue alerte sur les dangers de cette mode… t.co/ilbo3lxqob,2022-03-13 17:01:00+00:00,285,74,9,191,11
Positive,0.37,1503003475252289536,0.27614486,0.35337168,0.3704835,"posez vos questions à @mlp_officiel. après jean-luc mélenchon, elle est la deuxième candidate à répondre sur brut à vos questions. tous les candidats à la présidentielle répondront sur brut à vos questions d’ici le premier tour. #brut2022 t.co/aywoajgqgd",2022-03-13 13:42:07+00:00,860,202,137,493,28
Negative,0.908,1502909324011655169,0.90795094,0.062632374,0.02941666,"mort à seulement 28 ans, il avait reçu un oscar posthume pour son interprétation mythique du joker, l'ennemi juré de batman. voici l'histoire d'heath ledger. t.co/msnyew2v6p",2022-03-13 07:28:00+00:00,914,175,6,717,16
Negative,0.804,1502729640309231616,0.8036473,0.13648154,0.059871115,"c'était il y a 40 ans, bien avant netflix. les vidéoclubs se multipliaient, et beaucoup y voyaient une menace pour le cinéma… #tbt t.co/yak4rcfids",2022-03-12 19:34:00+00:00,349,74,14,248,13
Negative,0.396,1502630492872478724,0.39571327,0.30332473,0.30096206,"écouter et aider les victimes de violences, c’est ce que font les professionnels de l’asso @enavanttoutes sur t.co/6jpcd9bf1z. et pour leur permettre de parler sans risque, un chat anonyme a aussi été caché sur le site de sarenza. voilà comment ça marche. avec @sarenza t.co/a0bhmmnwz3",2022-03-12 13:00:01+00:00,51,12,0,39,0
Neutral,0.567,1502584433387393025,0.036498155,0.56732506,0.3961767,"trouver son rythme de travail, son scénario, sa maison d'édition… 5 conseils de l'écrivain @joeldicker pour écrire son premier roman. t.co/0qdiwnnit2",2022-03-12 09:57:00+00:00,75,10,1,64,0
Negative,0.821,1502548446187855891,0.8214387,0.0982553,0.080305964,"""quand on leur dit qu’on plaque tout du jour au lendemain pour aller vivre de nature et d'eau fraîche, ça leur fait un peu bizarre."" salaire, maison… il y a 7 ans, erwan a décidé de laisser tout ça derrière lui pour se consacrer à la permaculture. et sa nouvelle vie, c'est ça. t.co/mjf8plbyve",2022-03-12 07:34:00+00:00,282,47,12,217,6
Negative,0.923,1502367653318508551,0.92310697,0.053925045,0.022967994,"pendant ce temps-là en corse, des manifestations se multiplient sur l'île depuis la violente agression en prison d'yvan colonna. voici pourquoi… t.co/1yy7o4d58v",2022-03-11 19:35:35+00:00,197,53,16,122,6
Positive,0.435,1502365260761735174,0.35578653,0.20939177,0.43482178,"""j’ai l’impression de me faire exorciser."" bastos est un adepte des sensations extrêmes. mais sa rencontre avec jf, alias icemind, va changer sa vie. glacial, l’expérience grand froid, seulement sur @brutxofficiel : t.co/4xsldspsoq t.co/kxjpb7ttuo",2022-03-11 19:26:05+00:00,49,5,0,43,1
Negative,0.622,1502355672662482946,0.6221335,0.25619885,0.12166767,"selon le président des états-unis, joe biden, une ""confrontation directe entre l'otan et la russie"" en ukraine ""serait la 3ème guerre mondiale"". t.co/xpfmillqtd",2022-03-11 18:47:59+00:00,72,14,9,44,5
Negative,0.371,1502344907897421825,0.3708989,0.26525667,0.3638443,"""on est devant la télé, on se dit : 'je ferais bien quelque chose…'"" alors il l'a fait. commerçant, laurent multiplie les trajets en ukraine pour livrer des médicaments et évacuer des réfugiés qui ont des attaches en france. ce soir-là, 3 familles se retrouvaient grâce à lui. t.co/q4q8cx72n1",2022-03-11 18:05:12+00:00,586,107,10,454,15
Negative,0.694,1502339151051505665,0.69364107,0.21370523,0.09265365,"comme 1 femme sur 10 en france, axelle est atteinte d’endométriose. face aux difficultés à être diagnostiquée et pour trouver un spécialiste, axelle a créé @_mapatho, une application de ressources pour les malades atteints de pathologies chroniques. elle raconte. avec @orange t.co/357utqqace",2022-03-11 17:42:20+00:00,123,35,2,83,3
Negative,0.777,1502334478160699398,0.7772104,0.19390167,0.02888787,pourquoi l'inde a envoyé un missile sur le pakistan  t.co/b7sbd8t2rv,2022-03-11 17:23:46+00:00,104,22,5,70,7
Negative,0.744,1502278231646474244,0.7442099,0.15745735,0.09833275,"vladimir poutine appelle ""les gens qui veulent aider les habitants du donbass"" à se battre en ukraine aux côtés de la russie. t.co/mqvxzi70wy",2022-03-11 13:40:16+00:00,70,10,11,39,10
Negative,0.416,1502267595562520580,0.41592762,0.33742893,0.24664351,"""mon souhait, c'est que nous arrivions à ce que côté ukrainien et côté russe, il y ait une désescalade."" c'était en 2017, quand emmanuel macron recevait vladimir poutine à versailles. t.co/onqyw2so70",2022-03-11 12:58:00+00:00,59,20,5,33,1
Positive,0.871,1502244940709044225,0.013723517,0.11574419,0.8705322,le ballon d’or évolue ! voici les 3 changements majeurs du trophée le plus célèbre du football. t.co/f28x5sbdcf,2022-03-11 11:27:58+00:00,153,36,5,82,30
