Sentiment,Score,Id_Tweet,Negative,Neutral,Positive,Text_Tweet,Date_Tweet,Nb_interaction,retweet_count,reply_count,like_count,quote_count
Positive,0.518,1485652861447024650,0.07657525,0.40513453,0.51829016,"t.co/sewzi23q29 partagez, partagez, partagez !",2022-01-24 16:36:58+00:00,5127,1230,744,2969,184
Positive,0.441,1485648058947936260,0.22745843,0.33176234,0.4407793,"en milieu rural, les difficultés liées au transport sont une réalité. nous avons donc lancé le permis à un euro par jour pour les jeunes de 15 à 25 ans. pour les apprentis, une aide de 500 euros ou l’utilisation du compte personnel de formation : 500 000 jeunes en ont bénéficié. t.co/nnqek16ndx",2022-01-24 16:17:53+00:00,1994,358,294,1305,37
Positive,0.92,1485615801939996686,0.027550727,0.052703936,0.9197453,"vous êtes le futur de notre agriculture, et donc notre futur à tous. vous allez nous nourrir, dessiner nos paysages, vous êtes la génération de reconquête de nos campagnes. je suis fier de voir votre motivation et votre engagement. engagés, nous le serons à vos côtés. t.co/sx8abkcxde",2022-01-24 14:09:43+00:00,2994,430,600,1882,82
Positive,0.842,1485560391572897794,0.04735891,0.11039473,0.84224635,"le nombre d'apprentis est sans précédent. cette réussite n'est pas seulement celle des grandes villes, elle est aussi celle de nos villes, de nos villages, de nos fermes : nous sommes passés de 34 000 apprentis en 2018 dans l’enseignement agricole à 43 000 à la rentrée 2020 !",2022-01-24 10:29:32+00:00,5067,709,822,3450,86
Positive,0.871,1484251778438901763,0.04263391,0.08670867,0.8706575,"il y a 5 ans il y avait 250 000 apprentis par an. aujourd'hui plus de 700 000. soyons-en fiers, car l'apprentissage est une voie d'excellence. t.co/u0aq20np4s",2022-01-20 19:49:34+00:00,6027,930,1071,3902,124
Positive,0.906,1484235754238889986,0.039553102,0.05435464,0.90609235,"chaque jour, sur tout le territoire, les 600 000 salariés de la mode et du luxe font rayonner les savoir-faire français dans le monde entier. ici, ils sont 600 ! fierté d’inaugurer le @19m, entre paris et aubervilliers, nouveau cœur battant des métiers d'art. t.co/dhevtxuo6v",2022-01-20 18:45:54+00:00,2426,336,387,1673,30
Positive,0.445,1484129684665380865,0.20814893,0.3468413,0.44500983,"en 35 ans, erasmus a transformé les regards, les esprits, parfois les existences de 12 millions d’européens. vous, la génération erasmus, citez ce tweet, racontez-nous votre histoire.",2022-01-20 11:44:25+00:00,13655,1270,1011,8559,2815
Positive,0.535,1484123288213368832,0.04684022,0.4184439,0.5347158,"this year, we are celebrating 35 years of erasmus. t.co/kwn2qmw3ig",2022-01-20 11:19:00+00:00,3043,464,224,2249,106
Positive,0.944,1484119520285540355,0.01755776,0.038941376,0.943501,"nous célébrons cette année les 35 ans d’erasmus, l’une des incarnations les plus évidentes, l’une des plus belles de notre europe. t.co/h5sygitzit",2022-01-20 11:04:01+00:00,3996,697,329,2854,116
Positive,0.594,1483904173938655232,0.22499232,0.18096562,0.59404194,"réparer notre défense, c'était indispensable, la nation vous le devait. il le fallait aussi pour répondre aux nouveaux défis. t.co/dbdeurutum",2022-01-19 20:48:19+00:00,1934,255,420,1233,26
Positive,0.907,1483894740693172226,0.03958986,0.05353729,0.9068728,"soldats, marins, aviateurs, la nation vous exprime sa considération, vous témoigne son immense respect et une reconnaissance infinie pour vos sacrifices.",2022-01-19 20:10:50+00:00,4718,483,454,3740,41
Positive,0.661,1483877612992749574,0.12789792,0.21072169,0.66138047,"cette année, encore, l’engagement de nos armées n’a jamais faibli, dans sa diversité, sur le territoire national en mer, sous la mer, dans les airs et dans l’espace, à l’étranger. t.co/2lqmjihhm7",2022-01-19 19:02:46+00:00,1972,311,199,1446,16
Positive,0.454,1483792216615055365,0.20693038,0.33956623,0.45350352,"je suis né en 1977. ma jeunesse fut celle de l’évidence européenne. sur les terres ensanglantées du nord de la france sur lesquelles j’ai grandi, l’europe, c’était la paix. t.co/wprxrvdej5",2022-01-19 13:23:26+00:00,5244,711,966,3428,139
Positive,0.534,1483787086243106816,0.2928476,0.17340837,0.53374404,"protéger nos frontières extérieures, bâtir une solidarité entre états membres, lutter contre les réseaux de passeurs et rendre efficace notre politique de retour : en européens, nous porterons une réforme de l’espace schengen. t.co/rpoou8k7fc",2022-01-19 13:03:03+00:00,1978,347,289,1293,49
Positive,0.588,1483783194646302727,0.2600735,0.15227404,0.5876524,"en imposant aux grandes plateformes du numérique des obligations claires et fortes, nous pourrons protéger concrètement nos citoyens contre la diffusion de contenus et produits illicites ou dangereux, permettre l’innovation et une concurrence loyale pour nos entreprises.",2022-01-19 12:47:35+00:00,4177,486,898,2668,125
Positive,0.83,1483781082935742465,0.042007223,0.12790734,0.8300855,"l’europe est le lieu où, à paris en 2015, s’est levée une conscience climatique universelle. elle est le continent qui s’est donné les objectifs les plus ambitieux. avec le « pacte vert », maintenant, place aux actes.",2022-01-19 12:39:12+00:00,2697,393,314,1944,46
Positive,0.899,1483778089431695360,0.039783094,0.061099626,0.89911735,la solidarité européenne est une force incomparable. t.co/9npezxzzfz,2022-01-19 12:27:18+00:00,2152,370,230,1497,55
Positive,0.742,1483768899187269633,0.090732306,0.16762492,0.74164283,"défendre nos démocraties, faire progresser la souveraineté des peuples, être les garants de l’état de droit : voilà nos combats européens ! t.co/rovdum53ob",2022-01-19 11:50:47+00:00,3005,508,531,1855,111
Positive,0.749,1483118496582017026,0.08551964,0.16590372,0.74857664,"il y a 4 ans, j'appelais les dirigeants d’entreprises du monde entier à investir en france. c’était la naissance de #choosefrance. depuis, la france est devenue le pays le plus attractif d’europe et les résultats sont là :",2022-01-17 16:46:19+00:00,5325,807,813,3586,119
Positive,0.581,1483113285184409600,0.06859882,0.35023817,0.581163,un seul mot : merci. t.co/rgaj037whe,2022-01-17 16:25:36+00:00,6057,623,1268,4068,98
Positive,0.786,1483106124081467397,0.090862066,0.123045556,0.7860924,"face à la désindustrialisation, il n'y a pas de fatalité. les réformes du début du quinquennat permettent aujourd'hui à la france de redevenir attractive, compétitive et de créer de l'emploi. t.co/plpnnr98vf",2022-01-17 15:57:09+00:00,2213,392,325,1442,54
Positive,0.744,1483099111276433410,0.067745805,0.18830197,0.7439522,"en investissant 300 millions d'euros sur son site de chalampé, basf renouvelle sa confiance en la france, en notre industrie. pour les habitants du haut-rhin, ce seront des emplois : 60 pérennes et jusqu'à 500 pour la phase de construction. c'est cela #choosefrance, du concret ! t.co/05z5uhs6ml",2022-01-17 15:29:17+00:00,1708,302,206,1177,23
Positive,0.459,1483032617364516865,0.18481296,0.35584098,0.45934615,"les dirigeants du groupe américain eastman me le confirment : ils choisissent la france ! l'entreprise va ouvrir une usine de recyclage moléculaire de plastique qui comptera 350 emplois. réindustrialisation et transition écologique, c’est cela #choosefrance ! t.co/8dnhyjwv3z",2022-01-17 11:05:04+00:00,4750,733,539,3401,77
Positive,0.826,1482963796629012482,0.049192052,0.124456726,0.82635117,"25 licornes françaises : nous y sommes ! ces 25 startups valorisées à plus d'un milliard de dollars, et avec elles toute la french tech, changent la vie des français, créent des centaines de milliers d'emplois partout en france, font notre souveraineté ! ce n'est qu'un début. t.co/1brrlmcm3o",2022-01-17 06:31:35+00:00,9007,1261,1499,5552,695
Positive,0.482,1482366811844878342,0.3372264,0.18109533,0.48167834,"il y a 400 ans est né molière. le malade imaginaire, le misanthrope, l’avare, et tant de chefs-d’œuvres devenus des classiques. théâtre, cinéma, livres : ce génie de la comédie humaine est entré dans notre mémoire collective. célébrons molière !",2022-01-15 14:59:23+00:00,10844,1124,1504,7896,320
Positive,0.841,1480878026552492037,0.07079905,0.08772691,0.8414741,"à la tête du parlement européen depuis 2019, david sassoli aura porté haut ses engagements pour nos valeurs démocratiques en menant avec talent et passion les débats de notre agora. notre union perd tout à la fois un patriote italien, un grand européen et un inlassable humaniste. t.co/idkvmjukvj",2022-01-11 12:23:29+00:00,5657,746,474,4377,60
Positive,0.627,1480667282246447110,0.12760061,0.24537729,0.62702215,"à tende, avec les habitants et les élus des trois vallées, nous avons fait le point sur l'avancée des chantiers, les réalisations achevées et en cours, les difficultés. les résultats sont là, considérables ! le travail de reconstruction va se poursuivre. nous irons au bout. t.co/8hbtvr5bnv",2022-01-10 22:26:04+00:00,2530,407,358,1714,51
Positive,0.685,1480538456979824642,0.07599698,0.23915958,0.6848434,"pour améliorer leur sécurité, je l'ai promis aux niçoises et aux niçois en 2019, il arrive : l'hôtel des polices de nice réunira à l’horizon 2025 près de 2000 fonctionnaires de tous les services de police, chacun dans sa compétence et sa spécificité. t.co/it0pr0aed8",2022-01-10 13:54:09+00:00,2833,366,480,1940,47
Positive,0.886,1479816001743200258,0.06172679,0.051921114,0.88635206,"je salue la décision des autorités égyptiennes de remettre ramy shaath en liberté. je partage le soulagement de son épouse céline le brun, qu’il retrouve en france, avec qui nous n’avons rien lâché. merci à tous ceux qui ont joué un rôle positif dans cette heureuse issue.",2022-01-08 14:03:23+00:00,6568,674,1391,4297,206
Positive,0.714,1479475475076370437,0.13500917,0.15086986,0.7141209,"il y a 7 ans, la nation était attaquée pour l'un de ses biens les plus précieux : la liberté. nous ne vous oublions pas. t.co/ysvj9ytryo",2022-01-07 15:30:15+00:00,14625,1532,3050,9434,609
Positive,0.461,1478256268733259776,0.39057744,0.14888471,0.46053782,"la birmanie célèbre aujourd’hui le 74e anniversaire de son indépendance. à son peuple meurtri par un coup d'état, la france dit sa solidarité. nous appelons à la libération de tous les prisonniers politiques, à la fin de la répression et au respect des aspirations démocratiques.",2022-01-04 06:45:33+00:00,8746,755,3304,4447,240
Positive,0.915,1477332805336117250,0.0373353,0.047299854,0.915365,"la france prend ce jour la présidence du conseil de l’union européenne. c’est une fierté et une responsabilité que je veux porter au nom de toutes les françaises, de tous les français, pour tous les européens. merci @jjansasds pour les progrès accomplis par la présidence slovène.",2022-01-01 17:36:02+00:00,9432,1042,1688,6537,165
Positive,0.529,1477017981385428999,0.11441291,0.35699663,0.5285903,"restons unis, bienveillants, solidaires. t.co/skt1fvpr0f",2021-12-31 20:45:03+00:00,7987,777,2229,4490,491
Positive,0.874,1477014529863204869,0.023443557,0.10249283,0.8740637,"à partir de minuit, la france prendra la présidence de l’union européenne. vous pouvez compter sur mon engagement total pour faire de ce moment un temps de progrès. 2022 doit être l’année d’un tournant européen ! t.co/aezyl3m9dx",2021-12-31 20:31:20+00:00,6754,795,1209,4580,170
Positive,0.78,1477009706224865287,0.09234757,0.12784192,0.7798105,"parce que la vaccination est notre plus sûr atout, qui réduit la transmission et divise par 10 le nombre de formes graves, j’en appelle aux 5 millions de français non vaccinés. faites ce geste simple. pour vous. pour vos compatriotes. toute la france compte sur vous.",2021-12-31 20:12:10+00:00,12012,1047,3070,7526,369
Positive,0.874,1477006375368732673,0.04819092,0.07817956,0.87362945,"la france, malgré les épreuves, est plus forte aujourd’hui qu’il y a deux ans. tout cela, c’est grâce à vous. grâce à nous tous. grâce à notre esprit de résistance, notre solidarité, notre civisme, notre engagement et notre esprit d’entreprendre. t.co/oxssc6zqfj",2021-12-31 19:58:55+00:00,2884,397,470,1975,42
Positive,0.699,1476995833392472070,0.1631039,0.13822545,0.6986706,"je veux ce soir, encore, en votre nom à tous, témoigner notre reconnaissance pour nos soignants, nos armées, forces de l’ordre, sapeurs-pompiers, auxiliaires de vie, aides à domicile et tant d’autres, engagés ce 31 et chaque jour pour nous protéger et prendre soin de nous.",2021-12-31 19:17:02+00:00,8303,778,1051,6370,104
Positive,0.8,1475076659032334347,0.08829917,0.1113395,0.80036134,"prix nobel de la paix en 1984, desmond tutu consacra sa vie aux droits de l’homme et à l’égalité des peuples. son combat pour la fin de l'apartheid et la réconciliation sud-africaine restera dans nos mémoires.",2021-12-26 12:10:55+00:00,10539,1132,1889,7261,257
Positive,0.92,1474755304516632578,0.038158383,0.041789353,0.92005235,"voir loin, si loin que nous pourrions voyager dans le temps. c’est aujourd’hui possible. ce 25 décembre 2021 restera à jamais gravé dans l'histoire de la conquête spatiale. bravo aux équipes, en particulier à nos équipes françaises et européennes. quelle fierté ! « go webb! » t.co/5vs0hikdlk",2021-12-25 14:53:58+00:00,11037,1534,1118,8198,187
Positive,0.798,1474424643771633683,0.07085163,0.13093892,0.7982094,"à nos soldats, marins et aviateurs, à vous, les veilleurs de cette nuit de noël engagés en opérations pour nous protéger, je souhaite vous adresser ce message. mes pensées et celles de la nation vous accompagnent. t.co/afyyfc7xhi",2021-12-24 17:00:03+00:00,9801,1250,1422,6916,213
Positive,0.889,1473934219323887616,0.034087267,0.076934166,0.8889786,"bonnes fêtes à tous ! à ceux qui auront la joie de se retrouver en famille pour noël : les gestes barrières, un test préventif pour rassurer, et en cas de symptôme, on s'isole, on alerte. à ceux mobilisés pour soigner, nous protéger : merci. prenons soin les uns des autres.",2021-12-23 08:31:16+00:00,19436,1876,3769,13176,615
Positive,0.759,1471276734888697861,0.07605007,0.1654037,0.7585462,"jamais nous n’abandonnerons les arméniens. toujours nous chercherons les solutions à une paix durable. j’appelle à ce que la période des fêtes soit celle des avancées humanitaires, celle de l’apaisement. t.co/xmdvvzozlp",2021-12-16 00:31:23+00:00,3978,527,662,2593,196
Positive,0.73,1471264556051845122,0.07259142,0.19696988,0.73043865,"françaises, français, je respecterai ma promesse : prendre des décisions et agir jusqu'au bout. pour vous. pour la france. t.co/hdwkxfuvir",2021-12-15 23:42:59+00:00,5190,618,1357,3076,139
Positive,0.686,1471231032733093895,0.034174647,0.27941257,0.6864129,nous avons remis l'éducation et l'apprentissage au cœur du projet de la nation. t.co/gpesihiulb,2021-12-15 21:29:47+00:00,3499,538,490,2370,101
Positive,0.584,1471226548984373248,0.095853575,0.3202081,0.5839383,"libérer, protéger, unifier. c'est ce que nous avons fait depuis 2017. t.co/bcubz9eey4",2021-12-15 21:11:58+00:00,4849,699,823,3115,212
Positive,0.797,1470448786430480388,0.06390848,0.13902153,0.7970699,"la présidence française du conseil de l'union européenne veut être utile à l’europe. elle le sera si elle est préparée avec tous. ce travail, nous l'avons entrepris. à budapest, je retrouve nos partenaires hongrois, polonais, tchèques et slovaques au sommet de visegrád.",2021-12-13 17:41:24+00:00,3382,425,517,2394,46
Positive,0.87,1470414625133019138,0.063914455,0.066012286,0.8700733,"la démocratie, la liberté, la justice sociale, l’éthique, l’europe : ágnes heller portait ses idées avec force. elle a été inspirante pour notre europe. elle le restera. car nous continuerons à nous battre. à budapest, aux côtés de sa famille, j’ai tenu à lui rendre hommage. t.co/79lsogqzbb",2021-12-13 15:25:40+00:00,2649,348,256,2006,39
Positive,0.918,1470008376335740928,0.035585914,0.046353605,0.9180605,"les calédoniens ont fait le choix de la france, celui de l’unité, celui de la confiance. j’en suis très fier. c’est à nous, maintenant, qu’il revient de continuer à bâtir ce destin commun que nos aînés ont rêvé et initié.",2021-12-12 12:31:23+00:00,8283,1000,676,6355,252
Positive,0.481,1470003485227819023,0.08321619,0.4361284,0.48065543,en direct | déclaration suite au troisième vote sur l’accession à l’indépendance de la nouvelle-calédonie. t.co/9jcbu5eiih,2021-12-12 12:11:56+00:00,2891,556,286,1972,77
Positive,0.856,1469286434280513540,0.048500817,0.09582825,0.85567087,"willkommen in paris, lieber @olafscholz, zu deinem ersten auslandsbesuch. ich freue mich sehr, dich zu empfangen. wir sind beide unserer union, unserem europa sehr verbunden. für franzosen, deutsche und europäer, gemeinsam. t.co/sf6lkckaqw",2021-12-10 12:42:38+00:00,3358,355,245,2708,50
Positive,0.906,1469283110290403330,0.028118605,0.065480985,0.9064003,"bienvenue à paris, cher @olafscholz, pour ta première visite à l’étranger. heureux de te recevoir. nous sommes tous deux attachés à notre union, à notre europe. pour les français, pour les allemands, pour les européens, ensemble. t.co/j8qt94jsyo",2021-12-10 12:29:26+00:00,6685,981,407,5197,100
Positive,0.89,1469045687991996418,0.029321263,0.08022943,0.8904494,"2022 sera l’année européenne de la jeunesse. depuis quatre ans, j'agis pour ouvrir erasmus à tous les jeunes européens : nous l’avons élargi aux apprentis et nous avons déjà doublé le nombre de bénéficiaires. et si nous allions encore plus loin  je le propose : t.co/rx9vbylwmy",2021-12-09 20:46:00+00:00,2163,367,297,1465,34
Positive,0.9,1469041070206033923,0.029684793,0.07000082,0.9003145,nous avons réussi à porter une réglementation européenne de protection des données individuelles qui est devenue un standard mondial ! nous avons réussi à acter au niveau international la taxation des plateformes qui doit maintenant entrer dans les faits. nous irons plus loin :,2021-12-09 20:27:39+00:00,1792,258,150,1358,26
Positive,0.751,1469035896422944769,0.1195022,0.12911218,0.7513855,"la france est engagée pour protéger et adapter notre modèle social européen. je l’ai dit dès 2016 : si notre europe ne protège pas mieux les plus faibles, laisse prospérer le dumping social, apparaît comme un marché sans règle, il y aura d’autres brexit. des actes :",2021-12-09 20:07:05+00:00,1594,264,137,1174,19
Positive,0.714,1469020730041978890,0.08748692,0.1989727,0.71354026,"passer d’une europe de coopération à l’intérieur de ses frontières à une europe souveraine dans le monde, pleinement indépendante, libre de ses choix et maître de son destin. voilà notre objectif pour l’europe ! traductions :",2021-12-09 19:06:49+00:00,2441,371,219,1816,35
Positive,0.868,1469017757278777349,0.03642887,0.0954405,0.86813056,le modèle européen est notre force.,2021-12-09 18:55:01+00:00,7103,718,839,5333,213
Positive,0.629,1468964927939350535,0.1400524,0.23077536,0.62917227,"le moment que nous vivons est rare. dans l’europe à 27, la france exerce la présidence une fois tous les treize ans. le 1er janvier 2022, nous aurons la responsabilité de porter des ambitions pour l’europe. ce que nous ferons : t.co/icgvypaenp",2021-12-09 15:25:05+00:00,3523,734,494,2173,122
Positive,0.698,1468691492093018114,0.121800385,0.18059361,0.6976061,"avec vous à vierzon, châteaumeillant, moulins et vichy, j’ai vu une france tournée vers l’avenir. des français attachés à ce qui fait le quotidien d’une nation. il nous reste des défis à relever. après nos échanges, je sais que nous le ferons, ensemble. c’est cela faire france. t.co/ihkonqdmv3",2021-12-08 21:18:33+00:00,3691,498,644,2453,96
Positive,0.915,1468641869483724805,0.03349761,0.051756416,0.9147459,les eaux thermales de vichy sont inscrites depuis juillet au patrimoine mondial de l’unesco. une fierté pour les habitants. une fierté pour la france ! t.co/ocv4o6ebvs,2021-12-08 18:01:22+00:00,3733,460,262,2948,63
Positive,0.765,1468501855567507459,0.12131545,0.11384891,0.76483554,"merci, chère angela, de n'avoir jamais oublié les leçons de l'histoire, d'avoir tant fait pour nous, avec nous, pour faire avancer l'europe. danke, dass du die lehren der geschichte nie vergessen und so viel für und mit uns getan hast, um europa voranzubringen. t.co/zyfigunqcf",2021-12-08 08:45:00+00:00,23312,3052,606,18921,733
Positive,0.83,1468320021684363268,0.06840078,0.101959124,0.8296401,"à bourges, j’ai tenu à venir échanger avec des auxiliaires de vie sociale. ces femmes, ces hommes, s’engagent pour nos aînés. ils incarnent la solidarité de la nation. je connais leurs attentes. nous continuerons de les accompagner. car nous leur devons la reconnaissance. t.co/h1mv4dzxql",2021-12-07 20:42:27+00:00,2842,378,433,1972,59
Positive,0.668,1468216161506627597,0.09477097,0.23696344,0.6682655,"revitaliser les centres-villes, améliorer les conditions de vie des habitants, conforter le rôle moteur de ces villes dans le développement du territoire : le plan action cœur de ville c’est cela, 5 milliards d’euros pour 234 villes ! comme ici à vierzon. t.co/pxvtfsihgj",2021-12-07 13:49:45+00:00,3196,482,468,2182,64
Positive,0.892,1468211174772772870,0.023554545,0.08425727,0.89218813,"le plan action cœur de ville, ce sont des actes qui redonnent vie à nos territoires. ici à vierzon, de nombreuses réalisations ont su revitaliser le centre. et nous allons continuer ! t.co/mgwqpyllia",2021-12-07 13:29:56+00:00,2272,339,196,1688,49
Positive,0.854,1467560255332704270,0.036464725,0.10921418,0.8543211,"trouver des équilibres, des chemins de discussion, contribuer à bâtir la paix et la stabilité : je crois au rôle de la france au moyen-orient. t.co/wpfbfhyqlv",2021-12-05 18:23:25+00:00,4602,657,670,3167,108
Positive,0.802,1467136905749925889,0.03964575,0.15880002,0.8015542,discussion franche et utile avec le prince héritier mohammed ben salmane sur nos priorités politiques : sécurité et stabilité dans la région avec une attention particulière au liban. nous avons appelé le premier ministre libanais et avons pris ensemble des engagements. t.co/oli1ibb2ov,2021-12-04 14:21:11+00:00,4758,586,740,3274,158
Positive,0.848,1466827173398994958,0.034999713,0.1172188,0.8477814,le qatar est un partenaire stratégique. notre coopération est ancienne et notre amitié solide. c’est ce que je suis venu réaffirmer aujourd’hui. t.co/mvfism9gz5,2021-12-03 17:50:25+00:00,5032,553,827,3302,350
Positive,0.917,1466781661522272257,0.034662966,0.048222814,0.91711414,"fier de voir que le pavillon france de l'exposition universelle de dubaï est l'un des plus visités ! notre patrimoine culturel, notre excellence dans les domaines d'avenir et nos savoir-faire rayonnent. t.co/4tp2mpfbve",2021-12-03 14:49:34+00:00,2611,331,171,2080,29
Positive,0.896,1466773450526236674,0.04289352,0.06122477,0.8958817,"le louvre abu dhabi porte nos valeurs d’universalisme. il est le plus grand projet de coopération culturelle de la france à l’étranger et son succès est éclatant ! en le prolongeant de dix ans, nous lui donnons un nouveau souffle. t.co/duxjyxlwc2",2021-12-03 14:16:56+00:00,2979,506,190,2227,56
Positive,0.853,1466719433775321089,0.02997379,0.11681248,0.8532138,"avec les émirats arabes unis, nous scellons aujourd’hui la vente de 80 avions rafale et 12 hélicoptères caracal. en confiance, nous agissons ensemble pour notre sécurité.",2021-12-03 10:42:17+00:00,7243,734,959,5202,348
Positive,0.634,1466665599887712259,0.16126347,0.20508212,0.6336545,"stabilité régionale, lutte contre l’islamisme radical, promotion de l’attractivité de la france : ces trois priorités, je viens les porter aux émirats arabes unis, au qatar et en arabie saoudite.",2021-12-03 07:08:22+00:00,4145,477,743,2681,244
Positive,0.572,1466390972066062342,0.06635263,0.36165074,0.5719966,"cher valéry giscard d’estaing, nous sommes prêts. t.co/gn4slouszj",2021-12-02 12:57:06+00:00,3084,424,432,2144,84
Positive,0.864,1466026543633866760,0.06373428,0.07227814,0.8639875,« on appartient tous à une même histoire. » merci à tous ces jeunes pour leurs travaux et leurs mots. le chemin de la reconnaissance et de l’apaisement ne pouvait être emprunté sans le regard de votre génération. il nous reste des pas à accomplir ensemble. t.co/rw1lypftgk,2021-12-01 12:49:00+00:00,2267,321,340,1567,39
Positive,0.613,1464313527993348108,0.10482916,0.28252527,0.6126456,"durant trois jours, de zagreb à rome, sur les enjeux de défense et de sécurité, d'économie ou encore d'éducation, nous avons démontré que l’europe du concret est possible, que nous pouvons avancer ensemble, croates, italiens, français, européens ! t.co/csrhwlct3k",2021-11-26 19:22:05+00:00,2542,315,503,1693,31
Positive,0.36,1464305845307650052,0.33714414,0.303022,0.35983387,"sur le climat et la biodiversité, sur l’accès pour tous aux vaccins, pour les pays qui ont moins ou qui traversent des crises comme le liban, nous partageons avec le pape françois la même détermination et des valeurs universelles. t.co/obsdjwyrq8",2021-11-26 18:51:33+00:00,6811,720,793,5139,159
Positive,0.827,1464191451328397315,0.030793136,0.14192338,0.82728344,vive l’amitié entre l’italie et la france ! viva l'amicizia tra l'italia e la francia! t.co/c0kd5aly7k,2021-11-26 11:17:00+00:00,15659,1783,655,12946,275
Positive,0.47,1464190023004270593,0.19065377,0.33976406,0.46958217,"il trattato del quirinale è il frutto di un destino comune tra l'italia e la francia. il destino di due nazioni sorelle, unite dalla geografia, dalla storia, dalla cultura. con la sua firma, oggi, suggelliamo la profonda amicizia che ci unisce. t.co/gy2zxrosqs",2021-11-26 11:11:19+00:00,2609,371,227,1947,64
Positive,0.703,1464181720517779457,0.095553756,0.20118903,0.7032572,"le traité du quirinal est le fruit d’un destin commun entre l'italie et la france. celui de deux nations sœurs, unies par la géographie, par l’histoire, par la culture. en le signant aujourd'hui, nous scellons la profonde amitié qui nous unit. t.co/yanbnlsmnj",2021-11-26 10:38:20+00:00,2513,440,199,1833,41
Positive,0.771,1463986577395310596,0.07810488,0.15076096,0.7711342,"hrvatskom narodu, dragi andrej, dragi zoran, hvala na dobrodošlici. dijelimo istu viziju naše europe. čine je vrijednosti, otvorenost prema mediteranskom svijetu, predanost međunarodnoj sigurnosti. nastavimo graditi zajedno. t.co/hwltzdvrlv",2021-11-25 21:42:54+00:00,1397,159,217,990,31
Positive,0.869,1463948783528599563,0.045318,0.08554067,0.86914146,"au peuple croate, cher andrej, cher zoran, merci pour votre accueil. nous partageons une même vision pour notre europe. elle est faite de valeurs, d'ouverture sur le monde méditerranéen, d'engagement en faveur de la sécurité internationale. continuons à construire ensemble. t.co/muekyjorlc",2021-11-25 19:12:43+00:00,2303,281,245,1751,26
Positive,0.617,1463866700621832199,0.14116412,0.2421622,0.61667377,"odlukom o kupnji dvanaest borbenih zrakoplova rafale od francuske, hrvatska bira izvrsnost i stratešku konvergenciju naših zemalja. sa nama postavlja novu prekretnicu za europu obrane. t.co/qfxbtsqklb",2021-11-25 13:46:33+00:00,889,112,102,648,27
Positive,0.731,1463861202786951176,0.10327303,0.16590819,0.73081875,"en décidant d'acheter douze avions de combat rafale à la france, la croatie fait le choix de l'excellence et de la convergence stratégique entre nos pays. elle pose avec nous un nouveau jalon pour une europe de la défense. t.co/qfxbtsqklb",2021-11-25 13:24:42+00:00,3685,420,269,2945,51
Positive,0.921,1462805251933753346,0.028814893,0.050225727,0.9209593,"soyons fiers des hauts-de-france ! ce territoire a tout pour réussir. élus locaux, acteurs publics et privés : ensemble, continuons à avancer. t.co/qmurejv2ot",2021-11-22 15:28:44+00:00,3629,438,648,2459,84
Positive,0.653,1462753826704957446,0.15256627,0.19411464,0.6533191,"depuis 4 ans et demi, nous n'avons jamais lâché les salariés de whirlpool. près de 200 ont pu retrouver un emploi ou une formation. notre devoir est de continuer à les accompagner. t.co/xyqcf2hzos",2021-11-22 12:04:23+00:00,3050,428,460,2115,47
Positive,0.893,1462180440425607169,0.043908786,0.06279855,0.8932927,deux victoires des bleus aujourd’hui en rugby face aux mythiques joueurs néo-zélandais ! nos équipes de france féminine et masculine finissent invaincues de leur tournée d'automne. la gagne ! #franzl,2021-11-20 22:05:57+00:00,17236,1284,730,15106,116
Positive,0.729,1461775878170550272,0.08062768,0.1907213,0.728651,"investir dans l’éducation, la santé, la culture. développer les infrastructures. soutenir les initiatives pour l’emploi et la création d’entreprises. accompagner nos concitoyens sans formation ni emploi. voilà ce que nous faisons dans les hauts-de-france. ensemble. t.co/7dmvlkza0a",2021-11-19 19:18:22+00:00,1968,293,336,1302,37
Positive,0.661,1461399807432474629,0.027224768,0.31171072,0.66106445,"nous allons continuer de faire. avec vous, maires de france. t.co/g6tk8jidnm",2021-11-18 18:24:00+00:00,2022,281,265,1445,31
Positive,0.777,1461397411490893829,0.095738,0.12774298,0.776519,"maires de france, vous avez fait bien plus que votre devoir. t.co/c6gp5m6mrw",2021-11-18 18:14:29+00:00,1398,204,123,1054,17
Positive,0.791,1461076509729468425,0.051160835,0.15736172,0.79147744,"agir pour nos villes et nos villages, dans l’unité et avec beaucoup de force, c’est ce que nous continuerons de faire avec vous, maires de france. à demain pour votre 103e congrès ! t.co/fmcdlvniwb",2021-11-17 20:59:20+00:00,2481,356,335,1762,28
Positive,0.913,1460666885226340360,0.025907202,0.061580606,0.91251206,"des regrets, mais aussi des avancées. oui, cette #cop26 a été utile. pourquoi :",2021-11-16 17:51:37+00:00,4002,434,829,2605,134
Positive,0.837,1460620924445675520,0.036099244,0.12703617,0.8368645,"avec le plan #france2030, nous allons investir près de 2 milliards d’euros pour développer l’hydrogène vert. c’est une bataille pour l'écologie, pour l'emploi, pour la souveraineté de notre pays que nous allons mener.",2021-11-16 14:49:00+00:00,4713,600,489,3529,95
Positive,0.825,1459805804115156996,0.06251893,0.11285969,0.82462144,au nom de la relation nouvelle que nous sommes en train d'écrire avec l'afrique. au nom de notre respect envers la jeunesse africaine. au nom de notre amitié avec le bénin. promesse tenue. t.co/vmgyu0uojc,2021-11-14 08:50:00+00:00,3768,487,671,2482,128
